"SampleID","avg_NPOC","avg_TN","SRP_uM","SRP_mgL","Q..L.s.","Date","Site","month_year","Low","Moderate","High","pct_burned","Moderate_High","Fluoride_mgL","Chloride_mgL","Sulfate_mgL","Bromide_mgL","NitrateN_mgL","time_since","biome_type","ignition_date","burn_period","mean_slope","mean_elev_m","max_elev_m","area_km2","biome_pca"
"R114",1.43433333333333,0.140766666666667,2.60219507,0.0805899813179,21.2209374668341,"2025-01-03","sedgwick","01.25",22.741,18.515,1.396,42.652,19.911,0.1721,34.5345333333333,34.9766,0.0684333333333333,0.0516,0.493150684931507,"montane","2024-07-05","24_25_burn",15.5319121585121,498.223540651967,1017.96746826172,23.5593689401327,"shrub_grass"
"R115",0.00815,0.0527366666666667,0.5506528664,0.017053719272408,2.73465461215933,"2025-01-05","stunt","01.25",0.386,0.686,0.343,1.414,1.029,0.2785,33.1326666666667,97.6638333333333,0.0371666666666667,0.0012,40,"coastal","2025-01-07","24_25_burn",22.5679559030945,600.489480274344,844.117248535156,2.06142126336751,"shrub_grass"
"R116",1.423,0.0795133333333333,0.431388399,0.01336009871703,NA,"2025-01-03","mission","01.25",28.249,42.815,9.139,80.203,51.954,0.482666666666667,82.3773333333333,344.603,0.021,0.0012,15.6712328767123,"montane","2009-05-05","older_burn",28.0878714020364,703.298697305995,1212.54736328125,7.20969917780069,"forest"
"R117",1.0325,0.06393,0.3492701836,0.010816897586092,0.475402632274759,"2025-01-03","rattlesnake","01.25",2.92,6.885,0.907,10.712,7.792,0.275,15.1656666666667,287.390333333333,0.0273333333333333,0.0012,7.08219178082192,"montane","2017-12-04","older_burn",27.9024849232792,759.33052983751,1165.15161132812,5.71179017209921,"forest"
"R118",0.00815,0.062355,1.61446561188247,0.05,NA,"2025-01-03","arroyohondo","01.25",20.816,55.765,18.812,95.393,74.577,0.594333333333333,71.2976666666667,332.988333333333,0.0596666666666667,0.0012,3.22739726027397,"montane","2021-10-11","older_burn",23.5766077423511,445.936579044491,868.788696289062,11.2857830937344,"forest"
"R119",0.00815,2.065,0.108,0.007107250901195,NA,"2025-01-02","silverado","01.25",2.599,2.31,0.137,5.046,2.447,0.566,54.703,539.727,0.00275,7.307,40,"coastal","2020-12-03","older_burn",30.6285496581298,831.970286977818,1417.09594726562,48.3264453671017,"shrub_grass"
"R120",3.85633333333333,1.66333333333333,0.2679818349,0.008299397426853,7.70467747016952,"2025-01-03","refugio","01.25",19.29,16.247,1.053,36.59,17.3,1.31,211.563833333333,1441.343,0.190333333333333,1.27583333333333,3.22739726027397,"montane","2021-10-11","older_burn",17.5140841191976,344.432535974162,994.0947265625,20.5283679618708,"shrub_grass"
"R121",1.07133333333333,2.26533333333333,0.108,0.0030875630216662,231.896894,"2025-01-02","cajon","01.25",30.09,12.783,2.072,44.945,14.855,0.669,21.8915,121.7275,0.0115,3.489,8.38356164383562,"desert","2016-08-16","older_burn",16.4470305577767,1188.54346854926,2100.98168945312,152.376440411394,"shrub_grass"
"R122",1.2765,0.18715,0.108,0.003699614263097,11.32672,"2025-02-06","santiago","02.25.1",3.494,7.644,12.785,23.924,20.429,0.343333333333333,31.9346666666667,214.705,0.017,0.0606666666666667,0.312328767123288,"coastal","2024-09-09","24_25_burn",29.6967996088972,919.707454552801,1731.11450195312,32.595851444213,"shrub_grass"
"R123",1.923,0.08935,0.5168205757,0.016005933229429,1.73904464509245,"2025-02-10","stunt","02.25.1",0.386,0.686,0.343,1.414,1.029,0.344833333333333,36.6046666666667,101.679333333333,0.0155,0.0012,40,"coastal","2025-01-07","24_25_burn",22.5679559030945,600.489480274344,844.117248535156,2.06142126336751,"shrub_grass"
"R124",3.277,1.079,0.108,0.0017028221649729,351.48228,"2025-01-14","santamargarita","01.25",NA,NA,NA,1.31776257782407,1.31776257782407,0.557333333333333,155.197333333333,294.710666666667,0.053,0.638333333333333,40,"coastal","2024-07-29","24_25_burn",11.0008127713279,785.740868454985,2081.29663085938,1602.26017512405,"shrub_grass"
"R125",1.39833333333333,0.145066666666667,2.779824909,0.08609117743173,14.689680463611,"2025-02-08","sedgwick","02.25.1",22.741,18.515,1.396,42.652,19.911,0.2028,43.92065,41.89415,0.06315,0.036025,0.493150684931507,"montane","2024-07-05","24_25_burn",15.5319121585121,498.223540651967,1017.96746826172,23.5593689401327,"shrub_grass"
"R126",5.46033333333333,0.292133333333333,0.108,0.0022916868013596,2.29352948470586,"2025-01-11","crowder","01.25",18.444,1.707,0.014,20.166,1.721,0.644666666666667,75.1633333333333,38.313,0.0933333333333333,0.0012,8.38356164383562,"desert","2016-08-16","older_burn",14.5783765510313,1137.30530208478,1625.65625,63.4265543711863,"shrub_grass"
"R127",9.42466666666667,2.78633333333333,6.56164265,0.2032140728705,NA,"2025-02-15","ortega","02.25",22.96,69.164,7.39,99.514,76.554,0.3135,119.24,240.685,0.0605,4.257,0.312328767123288,"coastal","2024-09-09","24_25_burn",14.0912507239294,834.175018511156,1061.34375,4.37696086804457,"shrub_grass"
"R128",2.02233333333333,0.1024,0.3793433309,0.011748262957973,5.85544581984874,"2025-02-08","rattlesnake","02.25.1",2.92,6.885,0.907,10.712,7.792,0.404333333333333,17.832,316.475666666667,0.0313333333333333,0.0012,7.08219178082192,"montane","2017-12-04","older_burn",27.9024849232792,759.33052983751,1165.15161132812,5.71179017209921,"forest"
"R129",0.00815,0.150233333333333,0.108,0.004965448124753,8.06401454956714,"2025-01-12","forsee","01.25",39.679,26.075,6.181,71.936,32.256,0.260366666666667,0.9112,7.03048333333333,0.07142,0.213766666666667,4.32602739726027,"montane","2020-09-05","older_burn",27.9093817190858,2705.76148000147,3306.95288085938,7.34443331193299,"forest"
"R130",1.2925,1.2545,0.108,0.005444084411158,7.07879416997437,"2025-02-06","silverado","02.25.1",2.599,2.31,0.137,5.046,2.447,0.5205,48.1455,523.403,0.00275,0.8815,40,"coastal","2020-12-03","older_burn",30.6285496581298,831.970286977818,1417.09594726562,48.3264453671017,"shrub_grass"
"R131",7.475,0.746066666666667,2.294895409,0.07107291081673,7.96012385370888,"2025-02-10","santaynez","02.25.1",9.242,21.537,25.243,56.022,46.78,1.121,72.6216666666667,714.657666666667,0.0473333333333333,0.00733333333333333,0,"coastal","2025-01-07","24_25_burn",21.8752951108559,417.610545174434,643.739074707031,7.81683297534721,"shrub_grass"
"R132",0.00815,0.00275,1.6359918200409,0.0506666666666667,1.91388138418914,"2025-01-12","barton","01.25",20.066,28.683,11.698,60.447,40.381,0.161275,1.294375,7.403625,0.0124,0.01125,9.55068493150685,"montane","2015-06-17","older_burn",21.4187760436838,2445.14413613619,3258.99633789062,15.2806179685012,"forest"
"R133",2.60833333333333,4.10233333333333,2.8777175,0.089122910975,2.690096,"2025-01-14","diamond","01.25",NA,NA,NA,0.0046018310315058,0.0046018310315058,0.37275,193.37175,206.562,0.23525,4.628,40,"coastal","2021-06-04","older_burn",14.8436330077263,425.647233582633,734.279113769531,26.5612717355592,"shrub_grass"
"R134",1.153,0.3379,0.3143463444,0.009735306286068,34.2142464137235,"2025-01-11","pallet","01.25",50.071,17.998,1.485,69.554,19.483,0.2732,3.56175,53.25605,0.5261,0.5905,4.32328767123288,"montane","2020-09-06","older_burn",19.5067845198419,1522.54060322173,2435.3232421875,38.755546510993,"shrub_grass"
"R135",0.00815,0.10254,0.108,0.004230813889579,38.22768,"2025-02-06","coldwater","02.25.1",22.794,33.667,34.24,90.701,67.907,0.15875,6.288,63.81825,0.843,0.55375,6.41095890410959,"coastal","2018-08-06","older_burn",34.1915768958545,980.60266352364,1726.5478515625,10.9421685770979,"shrub_grass"
"R136",1.41066666666667,0.13,0.4299911554,0.013316826082738,2.67351097562138,"2025-02-06","trabuco","02.25.1",6.275,25.565,31.919,63.76,57.484,0.25425,13.756,240.854,0.0085,0.017,0.312328767123288,"coastal","2024-09-09","24_25_burn",31.1954690471713,946.396940826099,1730.82702636719,35.3994303955824,"shrub_grass"
"R137",0.00815,0.129566666666667,0.108,0.007292610755129,73.8442801325346,"2025-01-12","bear","01.25",1.323,2.696,2.09,6.109,4.786,0.29184,5.29212,5.84214,0.16368,0.13378,0.320547945205479,"montane","2024-09-06","24_25_burn",14.4624691878225,2157.11701609748,3033.0693359375,229.014242391368,"forest"
"R138",0.00815,0.5296,0.108,0.0024567337965008,NA,"2025-01-12","mill","01.25",10.913,11.495,6.75,29.158,18.245,0.652333333333333,3.42396666666667,34.6412666666667,0.00275,0.538766666666667,4.32602739726027,"montane","2020-09-05","older_burn",29.6841883128684,2090.7508884471,3412.17333984375,107.693025265675,"forest"
"R139",1.49266666666667,0.07531,0.108,0.001780041116298,215.844808,"2025-01-10","deep","01.25",0.376,0.335,0.021,0.732,0.356,1.896,8.1916,35.02725,0.00275,0.0012,40,"montane","2016-08-07","older_burn",15.9591462875462,1786.50030734102,2588.8818359375,348.927645680501,"shrub_grass"
"R140",2.4005,0.13885,1.018340793,0.03153801435921,NA,"2025-01-10","willow","01.25",1.219,0.476,0.01,1.705,0.486,0.103,69.46925,21.9005,1.77775,0.5345,40,"montane","2003-10-25","older_burn",11.3977202886606,1629.12392135944,1842.68811035156,18.2474395027934,"forest"
