"usgs_site","year","start_date","end_date","segment","date","value_std","Flow","quartile","before_count","after_count","total_burned","num_fires","days_since_last_fire","rs","int","slope","slopedir","ecoregion_code","ecoregion_name"
"syca",2020,"2020-06-13","2020-06-13","before","2019-03-13",0.1795,8945.320611,4,277,390,0,0,0,-0.19795535296153,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-03-19",0.5103,37.5155911,3,277,390,0,0,0,2.27054386069372,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-03-25",0.4209,0.1719428008,2,277,390,0,0,0,3.47852686757235,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-06-06",0.06288333333,19.10100386,3,277,390,0,0,0,0.35237989173602,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-06-07",0.05948541667,17.87751389,3,277,390,0,0,0,0.314046045996174,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-06-08",0.05683125,16.34158333,3,277,390,0,0,0,0.291763799716071,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-06-09",0.05401666667,15.68548611,3,277,390,0,0,0,0.251627158819154,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-06-10",0.05021041667,15.33431944,3,277,390,0,0,0,0.18444571750865,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-06-11",0.04863541667,14.76440278,3,277,390,0,0,0,0.162425325381169,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-06-12",0.04657916667,14.69649306,3,277,390,0,0,0,0.120425678083484,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-06-13",0.0452375,14.30947222,3,277,390,0,0,0,0.0981393215659501,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-06-14",0.04407083333,14.19084028,3,277,390,0,0,0,0.0741762333532351,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-06-15",0.042175,13.27543115,3,277,390,0,0,0,0.0475478029615373,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-06-16",0.04084791667,13.16239583,3,277,390,0,0,0,0.0177999042707651,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-06-17",0.03312195122,14.43301554,3,277,390,0,0,0,-0.215826577697586,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-06-18",0.02925,15.67484127,3,277,390,0,0,0,-0.361609351635278,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-07-09",0.0146,11.02022917,3,277,390,0,0,0,-0.964837187181479,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-07-16",0.01655,13.620125,3,277,390,0,0,0,-0.89456029892063,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-07-24",0.03058787879,12.46853472,3,277,390,0,0,0,-0.257367640506274,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-08-16",0.01057291667,17.34109722,3,277,390,0,0,0,-1.40546643868958,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-08-27",0.00605,13.25644366,3,277,390,0,0,0,-1.89384931115174,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-08-29",0.0007291666667,13.27158333,3,277,390,0,0,0,-4.01005738287769,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-09-04",0.00231875,12.23845833,3,277,390,0,0,0,-2.832099355288,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-09-06",0.001008602151,10.11032639,2,277,390,0,0,0,-3.61488145007872,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-09-07",0.004514606742,10.26588194,3,277,390,0,0,0,-2.12009970039379,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-09-08",0.009932432432,10.31001389,3,277,390,0,0,0,-1.33272800935229,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-09-09",0.01071368421,9.745923611,2,277,390,0,0,0,-1.24237816035036,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-09-10",0.02872916667,10.37700694,3,277,390,0,0,0,-0.27230500294984,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-09-11",0.02398876404,9.937180585,2,277,390,0,0,0,-0.441368754404402,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-09-15",0.01029583333,10.1384375,2,277,390,0,0,0,-1.29242964506383,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-09-16",0.002077894737,6.593652778,2,277,390,0,0,0,-2.78092322900793,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-09-17",0.00581875,5.921423611,2,277,390,0,0,0,-1.72322715140993,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-09-18",0.0107275,5.230126761,2,277,390,0,0,0,-1.07921619957338,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-09-19",0.01233076923,4.375948396,2,277,390,0,0,0,-0.893554756601033,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-09-20",0.01036875,3.631631944,2,277,390,0,0,0,-1.01836759099349,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-09-21",0.03404615385,2.95025,2,277,390,0,0,0,0.224594238690638,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-09-22",0.133776087,2.301479167,2,277,390,0,0,0,1.65763066559671,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-09-23",0.04425806452,1638.129653,4,277,390,0,0,0,-1.15659867265905,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-09-24",3.6582,840.1882708,4,277,390,0,0,0,3.43173721018164,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-01",0.56235,6.251368056,2,277,390,0,0,0,2.83370974326489,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-02",0.4977,6.169326389,2,277,390,0,0,0,2.71501854222526,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-03",0.3925833333,6.115673611,2,277,390,0,0,0,2.48004155818658,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-04",0.3058416667,6.039881944,2,277,390,0,0,0,2.23360350225966,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-05",0.2436145833,5.921653926,2,277,390,0,0,0,2.01126467094044,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-06",0.2062229167,6.116770833,2,277,390,0,0,0,1.83620377700846,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-07",0.1939,6.918375,2,277,390,0,0,0,1.74256147546898,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-08",0.1920390244,9.956479675,2,277,390,0,0,0,1.63823969213641,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-09",0.1789083333,10.09665972,2,277,390,0,0,0,1.5637785498373,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-10",0.1701729167,8.924319444,2,277,390,0,0,0,1.54581951126508,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-11",0.1603145833,7.806712995,2,277,390,0,0,0,1.5209392686518,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-12",0.1531833333,8.703604167,2,277,390,0,0,0,1.44715287785109,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-13",0.1430916667,8.267180556,2,277,390,0,0,0,1.39238200404188,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-14",0.1354791667,8.753166667,2,277,390,0,0,0,1.32285851189267,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-15",0.1284208333,9.681701389,2,277,390,0,0,0,1.24313211279767,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-16",0.12096875,10.28111806,3,277,390,0,0,0,1.16772876250371,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-17",0.1127291667,10.88252083,3,277,390,0,0,0,1.08239981426281,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-18",0.1088791667,10.85655556,3,277,390,0,0,0,1.04827159870462,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-19",0.106225,9.301319444,2,277,390,0,0,0,1.06380307094631,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-20",0.1024479167,9.555215278,2,277,390,0,0,0,1.02059412782388,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-21",0.0979125,9.879590278,2,277,390,0,0,0,0.966631536397537,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-22",0.08832307692,10.09882006,2,277,390,0,0,0,0.857850759000236,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-23",0.05756041667,10.31492361,3,277,390,0,0,0,0.424177885757841,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-24",0.05505208333,9.1213125,2,277,390,0,0,0,0.411605791950211,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-25",0.05637916667,9.101125,2,277,390,0,0,0,0.436002028626936,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-26",0.0559125,10.20536111,3,277,390,0,0,0,0.397907943385157,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-27",0.06094375,10.18759028,2,277,390,0,0,0,0.484524548850525,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-28",0.06346666667,11.38601389,3,277,390,0,0,0,0.496163900425342,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-29",0.06429791667,10.76117361,3,277,390,0,0,0,0.523855136254253,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-30",0.06652916667,9.825340278,2,277,390,0,0,0,0.581629791148526,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-10-31",0.06266458333,10.16409722,2,277,390,0,0,0,0.512970104236274,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-01",0.06333541667,10.15418056,2,277,390,0,0,0,0.523872219117307,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-02",0.06407916667,9.915083333,2,277,390,0,0,0,0.54174395581999,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-03",0.07477473684,10.43814583,3,277,390,0,0,0,0.682734419800706,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-04",0.07670617284,11.14556536,3,277,390,0,0,0,0.691182274569769,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-05",0.07342708333,10.93297222,3,277,390,0,0,0,0.652501562661575,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-06",0.06843958333,11.16574306,3,277,390,0,0,0,0.576681044141369,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-07",0.06014166667,10.37441279,3,277,390,0,0,0,0.466550044333298,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-08",0.05438125,10.35759028,3,277,390,0,0,0,0.36628864071292,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-09",0.05387083333,10.19749306,3,277,390,0,0,0,0.360909767211865,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-10",0.049175,9.503597222,2,277,390,0,0,0,0.288033698985948,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-11",0.051975,10.62650694,3,277,390,0,0,0,0.314365866649783,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-12",0.05490625,8.475923611,2,277,390,0,0,0,0.42803852093592,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-13",0.0562625,9.438034722,2,277,390,0,0,0,0.424476960247192,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-14",0.05799791667,8.695881944,2,277,390,0,0,0,0.476155358450959,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-15",0.0585375,8.297791667,2,277,390,0,0,0,0.497602925320151,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-16",0.05828958333,7.513916667,2,277,390,0,0,0,0.519166507710898,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-17",0.05903333333,7.295222222,2,277,390,0,0,0,0.539527204631196,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-18",0.06807733333,7.258519504,2,277,390,0,0,0,0.683381010639285,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-19",0.0321,6.853958333,2,277,390,0,0,0,-0.0534921810939699,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-20",0.09619166667,7.308840278,2,277,390,0,0,0,1.0272826485966,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-21",0.1022583333,8.3124375,2,277,390,0,0,0,1.05497900945229,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-22",0.1031333333,8.223451389,2,277,390,0,0,0,1.06629850937891,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-23",0.1015291667,8.212652778,2,277,390,0,0,0,1.05096371350302,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-24",0.1034979167,8.560993056,2,277,390,0,0,0,1.05936557877771,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-25",0.1011354167,7.183631944,2,277,390,0,0,0,1.08189424105,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-26",0.09225416667,8.357472222,2,277,390,0,0,0,0.950618957427801,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-27",0.08831666667,8.517104167,2,277,390,0,0,0,0.902079660065256,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-28",0.08575,7.281666667,2,277,390,0,0,0,0.913344737397325,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-29",0.2615162162,2505.995313,4,277,390,0,0,0,0.509294773409071,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-11-30",0.9304166667,885.5290417,4,277,390,0,0,0,2.04897395617341,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-12-01",0.7412631579,498.0220306,4,277,390,0,0,0,1.97138005622349,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-12-02",0.345,372.4298958,4,277,390,0,0,0,1.28214494247189,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-12-03",0.4826208333,337.2446528,4,277,390,0,0,0,1.64364158215545,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-12-04",0.4174,294.9182179,4,277,390,0,0,0,1.53333384788093,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-12-10",0.1339,459.732145,4,277,390,0,0,0,0.280923558057425,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-12-16",0.1159454545,231.5378135,4,277,390,0,0,0,0.315334754858175,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-12-17",0.1330875,221.4283542,4,277,390,0,0,0,0.464832451206844,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-12-18",0.1261458333,213.3384295,4,277,390,0,0,0,0.420944041939706,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-12-19",0.1182336842,206.9314177,4,277,390,0,0,0,0.364098688967321,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-12-20",0.1141729167,199.2167708,4,277,390,0,0,0,0.339030962544351,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-12-21",0.1113291667,191.6697639,4,277,390,0,0,0,0.323852066705209,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-12-22",0.1041395833,185.7309028,4,277,390,0,0,0,0.265278757499859,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-12-23",0.1003479167,182.0183542,4,277,390,0,0,0,0.233441156527274,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-12-24",0.09986666667,202.2985556,4,277,390,0,0,0,0.201160407086656,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2019-12-25",0.2122555556,1186.803826,4,277,390,0,0,0,0.494974131596037,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2020-01-09",0.1326333333,560.8183472,4,277,390,0,0,0,0.219728350468086,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2020-01-14",0.1179,473.2386842,4,277,390,0,0,0,0.146136464643857,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2020-01-15",0.1386,464.2919086,4,277,390,0,0,0,0.312855612521958,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2020-01-16",0.1341351351,456.1733357,4,277,390,0,0,0,0.284699142188421,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
"syca",2020,"2020-06-13","2020-06-13","before","2020-01-17",0.13671875,448.3132222,4,277,390,0,0,0,0.308297537784637,-3.88600328143085,0.260073442565066,"positive","13.1","UPPER GILA MOUNTAINS"
